ID,Category,Prompt,Intent,Solution,Severity,Response Type,Keywords
503,Crisis,I feel like hurting myself 77,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like"
504,Emotional Venting,I am really frustrated with everything 124,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
505,Support Seeking,I'm stressed about paying my tuition fees.,financial_stress,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i'm, stressed, about, paying"
506,Emotional Venting,I am really frustrated with everything 0,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
507,Emotional Venting,I am really frustrated with everything 1,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
508,Crisis,I feel like hurting myself 2,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like"
509,Emotional Venting,I am really frustrated with everything 3,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
510,Informational,What is mental health concept 4?,query_education,This is an informational query. It is best to refer to reliable sources or professionals for accurate understanding.,low,info,"what, is, mental"
511,Emotional Venting,I am really frustrated with everything 5,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
512,Emotional Venting,I am really frustrated with everything 6,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
513,Support Seeking,I feel stressed about situation 7,stress_support,It sounds like you're going through something difficult. Try small steps and consider talking to someone you trust.,medium,emotional_support,"i, feel, stressed"
514,Support Seeking,I feel stressed about situation 8,stress_support,It sounds like you're going through something difficult. Try small steps and consider talking to someone you trust.,medium,emotional_support,"i, feel, stressed"
515,Support Seeking,I feel stressed about situation 9,stress_support,It sounds like you're going through something difficult. Try small steps and consider talking to someone you trust.,medium,emotional_support,"i, feel, stressed"
516,Emotional Venting,I am really frustrated with everything 10,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
517,Support Seeking,I feel stressed about situation 11,stress_support,It sounds like you're going through something difficult. Try small steps and consider talking to someone you trust.,medium,emotional_support,"i, feel, stressed"
518,Crisis,I feel like hurting myself 12,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like"
519,Crisis,I feel like hurting myself 13,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like"
520,Informational,What is mental health concept 14?,query_education,This is an informational query. It is best to refer to reliable sources or professionals for accurate understanding.,low,info,"what, is, mental"
521,Informational,What is mental health concept 15?,query_education,This is an informational query. It is best to refer to reliable sources or professionals for accurate understanding.,low,info,"what, is, mental"
522,Informational,What is mental health concept 16?,query_education,This is an informational query. It is best to refer to reliable sources or professionals for accurate understanding.,low,info,"what, is, mental"
523,Crisis,I feel like hurting myself 17,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like"
524,Support Seeking,I feel stressed about situation 18,stress_support,It sounds like you're going through something difficult. Try small steps and consider talking to someone you trust.,medium,emotional_support,"i, feel, stressed"
525,Crisis,I feel like hurting myself 19,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like"
526,Emotional Venting,I am really frustrated with everything 20,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
527,Emotional Venting,I am really frustrated with everything 21,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
528,Emotional Venting,I am really frustrated with everything 22,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really"
529,Support Seeking,I feel stressed about situation 23,stress_support,It sounds like you're going through something difficult. Try small steps and consider talking to someone you trust.,medium,emotional_support,"i, feel, stressed"
